Phylostrata,ZFIN_ID,PhylostrataName
1,ZDB-GENE-020419-30,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-31,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-32,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-34,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-37,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-40,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020419-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020423-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020423-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020423-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020430-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020430-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020430-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020501-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020503-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020503-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020503-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020503-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020506-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020507-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020507-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020513-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020513-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020513-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020514-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020508-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020509-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020530-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020530-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020604-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020708-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020708-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020708-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020708-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020731-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020731-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020712-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020801-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020802-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020802-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020806-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020806-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020809-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020809-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020809-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020812-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020812-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020814-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020828-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020829-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020905-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020905-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020905-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020905-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020919-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020919-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020919-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021003-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021007-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020913-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-020916-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021011-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021015-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021015-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021016-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021025-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021030-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021030-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021030-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021031-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021029-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021030-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021031-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021031-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021115-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021115-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021115-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021115-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021115-8,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021118-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021120-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021120-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-021125-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7336,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7414,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7427,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7428,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7434,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7435,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7450,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7452,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7459,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7479,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7499,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7512,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7517,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7518,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7540,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7564,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7591,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7594,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7625,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7626,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7649,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7655,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7656,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7722,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7732,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-774,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7741,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7742,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-775,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7764,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7773,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7779,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7791,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-780,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7802,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7824,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7828,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7847,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7837,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7860,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7890,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7893,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7873,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7880,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7910,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7915,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7917,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7949,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7951,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7957,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-7997,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8005,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8007,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8013,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8019,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8026,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8039,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8047,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-808,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8085,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8097,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8101,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8103,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8104,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8107,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8109,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8112,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8131,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8134,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8187,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8191,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8195,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8196,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-82,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8173,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8203,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8207,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8208,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8210,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8227,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8228,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8229,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-823,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8246,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-825,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8256,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8274,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8278,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8284,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8301,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8303,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8308,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-834,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8369,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8373,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8374,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8376,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-840,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8403,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8414,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8415,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8417,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-848,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8494,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8497,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8512,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8516,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8517,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8485,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8486,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8525,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8546,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8556,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8569,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8581,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8585,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8589,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8615,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8617,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8625,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8626,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8631,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8638,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8654,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8656,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8657,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8646,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-867,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8690,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8708,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8714,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8719,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030131-8720,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030822-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030825-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030825-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030821-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-10,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-13,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-18,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-19,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-20,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-21,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-24,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-25,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-27,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-29,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-30,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-31,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-35,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030826-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030827-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030827-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030828-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030828-12,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030828-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030829-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030829-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030829-25,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030829-36,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030901-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030901-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030902-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030902-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030902-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030902-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030903-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030904-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030904-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-10,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-12,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-13,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030903-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030909-9,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030910-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030910-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030911-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030911-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-14,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-15,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-10,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030912-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030916-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030916-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030924-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030924-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030924-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030924-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030924-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-030925-12,Life before LCA of Cellular organisms  -  cellular organisms
